source_language,dest_language,source_text,dest_text
eng,tao,He will glorify me because he will take what is mine and declare it to you.,"Azwain na yaken, ta ahapen na o ciring ko a ipanci jinyo."
eng,tgl,He will glorify me because he will take what is mine and declare it to you.,"Luluwalhatiin niya ako: sapagka't kukuha siya sa nasa akin, at sa inyo'y ipahahayag."
eng,pag,All that the Father has is mine. For this reason I said that he will take what is mine and declare it to you.,"Kien ko ray amin a kayaryan na Amak, kanyan imbagak ya alaen na Ispiritu ed siak iray salitaen tod sikayo."""
eng,pam,All that the Father has is mine. For this reason I said that he will take what is mine and declare it to you.,"Ing sablang atyu king Ibpa, kanaku; inya sinabi kung Ing sablang sabian na kekayu manibatan kanaku."
eng,tao,All that the Father has is mine. For this reason I said that he will take what is mine and declare it to you.,Yatodamimin o nanao ni Ama yamyan jyaken. Am ori o ko pancyan no na kayapo jyaken no inanao na jinyo no Seyzi.
eng,tgl,All that the Father has is mine. For this reason I said that he will take what is mine and declare it to you.,"Ang lahat ng mga bagay na nasa Ama ay akin: kaya sinabi ko, na siya'y kukuha sa nasa akin, at sa inyo'y ipahahayag."
eng,pag,"""A little while, and you will no longer see me, and again a little while, and you will see me.""","""Antiktikey lan panaoy pakanengneng yod siak, balet ag mambayag nanengneng yo ak lamet."""
eng,pam,"""A little while, and you will no longer see me, and again a little while, and you will see me.""",Saguli na mu at e yu na ku akit at kaybat na ning ditak a panaun akit yu kung pasibayu.
eng,tao,"""A little while, and you will no longer see me, and again a little while, and you will see me.""","""Alikey rana kaji nyo na makacittan jyaken. Am ji meyyonownay ori a kapakacita nyo na jyaken."""
eng,tgl,"""A little while, and you will no longer see me, and again a little while, and you will see me.""","Sangdali na lamang, at ako'y hindi na ninyo makikita; at muling sandali pa, at ako'y inyong makikita."
eng,pag,"Then some of his disciples said to one another, ""What does he mean by saying to us, 'A little while, and you will no longer see me, and again a little while, and you will see me,' and 'because I am going to the Father'?""","Nantotongtong iray pigaran disipulo. Inkuanda, ""Anto kasiy labay ton ibaga nen inkuanto, 'Antiktikey lan panaoy pakanengneng yod siak, balet ag mambayag nanengneng yo ak lamet'? Tan kuanto ni, 'Lapud onla ak ed Ama.'"
eng,pam,"Then some of his disciples said to one another, ""What does he mean by saying to us, 'A little while, and you will no longer see me, and again a little while, and you will see me,' and 'because I am going to the Father'?""","Ngarang mipapagsalita ding mapilan karing alagad, Nanu kaya ing buri nang sabian king Saguli na mu e yu na ku akit, at kaybat na ning ditak a panaun akit yu kung pasibayu at Munta ku king Ibpa?"
eng,tao,"Then some of his disciples said to one another, ""What does he mean by saying to us, 'A little while, and you will no longer see me, and again a little while, and you will see me,' and 'because I am going to the Father'?""","Maniring o tatasa ka macinanao jya am, ""Ikongo peypeypangayan no nang. A na kapanci no kalikey na rana kaji ta na makacittan sya, a na kapanci pa no na kangay ji Ama na do to. Ikongo peypeypangayan no ciring na ang."
eng,tgl,"Then some of his disciples said to one another, ""What does he mean by saying to us, 'A little while, and you will no longer see me, and again a little while, and you will see me,' and 'because I am going to the Father'?""","Ang ilan sa kaniyang mga alagad nga ay nangagsangusapan, Ano itong sinasabi niya sa atin, Sangdali na lamang, at ako'y hindi na ninyo makikita; at muling sangdali pa, at ako'y inyong makikita: at, Sapagka't ako'y paroroon sa Ama?"
eng,pag,"They said, ""What does he mean by this 'a little while'? We do not know what he is talking about.""","Anto kasi yay 'antiktikey lan panaon'? Ag tayo natalusay ibabaga to!"""
eng,pam,"They said, ""What does he mean by this 'a little while'? We do not know what he is talking about.""",Nanu kaya ing buri nang sabian ning Saguli na mu? E tamu aintindian ing sasabian na!
eng,tao,"They said, ""What does he mean by this 'a little while'? We do not know what he is talking about.""","Ikeykongo peypeypangayan no na ipanci ori a kalikey na rana. Tamo jyatenngi o na hetehtawan no ciring na."""
eng,tgl,"They said, ""What does he mean by this 'a little while'? We do not know what he is talking about.""","Sinabi nga nila, Ano nga itong sinasabi niya, Sangdali na lamang? Hindi namin nalalaman kung ano ang sinasabi niya."
eng,pag,"Jesus knew that they wanted to ask him, so he said to them, ""Are you discussing among yourselves what I meant when I said, 'A little while, and you will no longer see me, and again a little while, and you will see me'?","Amta nen Jesus a labay dan tepetan, kanyan kuantod sikara, ""Mantetepetan kayoy nipaakar ed imbagak, 'Antiktikey lan panaoy pakanengneng yod siak, balet ag mambayag nanengneng yo ak lamet.'"
eng,pam,"Jesus knew that they wanted to ask him, so he said to them, ""Are you discussing among yourselves what I meant when I said, 'A little while, and you will no longer see me, and again a little while, and you will see me'?","Balu nang Jesus king buri deng kutnan, inya ngana karela, Iti wari ing kukutang yu: nung nanu ing buri kung sabian tungkul king sinabi kung Saguli na mu e yu na ku akit, at kaybat ning ditak a panaun akit yu kung pasibayu?"
eng,tao,"Jesus knew that they wanted to ask him, so he said to them, ""Are you discussing among yourselves what I meant when I said, 'A little while, and you will no longer see me, and again a little while, and you will see me'?","To na tenngi ni Yeso o kapacici da sya. Am ori o nipancyan na nya jira. Maniring am, ""Nyo ikazyak o ko kapanci no na kalikey rana no kaji nyo na makacittan jyaken? A kano, 'Ji meyyonownay a kapakacita nyo na jyaken?'"
eng,tgl,"Jesus knew that they wanted to ask him, so he said to them, ""Are you discussing among yourselves what I meant when I said, 'A little while, and you will no longer see me, and again a little while, and you will see me'?","Natalastas ni Jesus na sa kaniya'y ibig nilang itanong, at sa kanila'y sinabi niya, Nangagtatanungan kayo tungkol dito sa aking sinabi, Sangdali na lamang, at ako'y hindi na ninyo makikita, at muling sangdali pa, at ako'y inyong makikita?"
eng,pag,"Very truly, I tell you, you will weep and mourn, but the world will rejoice; you will have pain, but your pain will turn into joy.","Ibabagak ed sikayoy katwaan: mannangis tan manermen kayo, balet manliket so sankamundoan. Manermen kayo, balet magmaliw a liket so ermen yo."
eng,pam,"Very truly, I tell you, you will weep and mourn, but the world will rejoice; you will have pain, but your pain will turn into joy.","Ing katutuan sasabian ku kekayu: tumangis kayu at lungkut, oneng tumula ya ing yatu. Lungkut kayu, oneng miyalilan tula ing lungkut yu."
eng,tao,"Very truly, I tell you, you will weep and mourn, but the world will rejoice; you will have pain, but your pain will turn into joy.","To ko na macitangayan jinyo am mangay kalavi nyo a meykaoo. Am somaray sira o tao a ji nganoyong jyaken. Am cyaha, ta o lavyan nyo am no meyvoga am sarasaray nyo na."
eng,tgl,"Very truly, I tell you, you will weep and mourn, but the world will rejoice; you will have pain, but your pain will turn into joy.","Katotohanan, katotohanang sinasabi ko sa inyo, na kayo'y magsisiiyak at magsisipanaghoy, datapuwa't ang sanglibutan ay magagalak: kayo'y mangalulumbay, datapuwa't ang inyong kalumbayan ay magiging kagalakan."
eng,pag,"When a woman is in labor, she has pain because her hour has come. But when her child is born, she no longer remembers the anguish because of the joy of having brought a human being into the world.","No mampasakit lay malokun a bii, maermen lapud asabi lay oras na panirap to. Balet no nianak lay ogaw, nalingwanan to lay kairapan to, lapud liket tod impaway ed mundo na sakey a too."
eng,pam,"When a woman is in labor, she has pain because her hour has come. But when her child is born, she no longer remembers the anguish because of the joy of having brought a human being into the world.","Neng manganak ya ing metung a babai, lulungkut ya uling dinatang na ing oras ning pamagkasakit na. Potang abait na ne ing anak na, e na na agaganaka ing kasakitan a delanan na; tumula ya uling abait na ne king yatu ing metung a anak."
eng,tao,"When a woman is in labor, she has pain because her hour has come. But when her child is born, she no longer remembers the anguish because of the joy of having brought a human being into the world.","No marateng rana o araraw no kapaw no totowang no mamlis so kanen a mavakes am manoyong karako no alalaw na. Am no mapaw rana ori am kahamangan na rana o alalaw na, do katey masaray na a makacita so anak na nimatazak rana tao do karawan."
eng,tgl,"When a woman is in labor, she has pain because her hour has come. But when her child is born, she no longer remembers the anguish because of the joy of having brought a human being into the world.","Ang babae pagka nanganganak ay nalulumbay, sapagka't dumating ang kaniyang oras: nguni't pagkapanganak niya sa sanggol, ay hindi na niya naalaala ang hirap dahil sa kagalakan sa pagkapanganak sa isang tao sa sanglibutan."
eng,pag,"So you have pain now, but I will see you again, and your hearts will rejoice, and no one will take your joy from you.","Ontan kayo met: maermen kayo natan, balet nanengneng ta kayo lamet, et napanoy liket so puso yo, liket ya anggapon balut so toon makaekal."
eng,pam,"So you have pain now, but I will see you again, and your hearts will rejoice, and no one will take your joy from you.","Makanyan munaman kekayu: malungkut kayu ngeni, oneng pakikitan da kayung pasibayu, at mikatmuan la king tula ding pusu yu. E na adayu ning ninuman ing tula yu."
eng,tao,"So you have pain now, but I will see you again, and your hearts will rejoice, and no one will take your joy from you.","Ori an, nyo ikakman sang an. Tana kamo marahet so aktokto sicyaikwaya am cyaha, ta mai ko pa tomita jinyo a kasaray nyo a makacita jyaken. So ikabo no tao a makapehes sya jinyo so sarasaray nyo."
eng,tgl,"So you have pain now, but I will see you again, and your hearts will rejoice, and no one will take your joy from you.","At kayo nga sa ngayon ay may kalumbayan: nguni't muli ko kayong makikita, at magagalak ang inyong puso, at walang makapagaalis sa inyo ng inyong kagalakan."
eng,pag,"On that day you will ask nothing of me. Very truly, I tell you, if you ask anything of the Father in my name, he will give it to you.","""No onsabiy tan ya agew, ag kayo onkerew ed siak na antokaman. Ibabagak ed sikayoy katwaan: iter na Ama so antokaman a kerewen yod sikato diad ngaran ko."
eng,pam,"On that day you will ask nothing of me. Very truly, I tell you, if you ask anything of the Father in my name, he will give it to you.","King aldo ita, ala na kayung aduan nanuman kanaku. Ing katutuan sasabian ku kekayu: nung maniawad kayung nanuman king Ibpa king lagyu ku, ibie na iti kekayu."
eng,tao,"On that day you will ask nothing of me. Very truly, I tell you, if you ask anything of the Father in my name, he will give it to you.",No si marateng o araraw ori am abo rana asa ka ciring a ipacici nyo jyaken. To ko na macitangayan jinyo am no mapasyasi kamo ji Ama kapeyhanhan nyo no ngaran ko am itoro na jinyo.
eng,tgl,"On that day you will ask nothing of me. Very truly, I tell you, if you ask anything of the Father in my name, he will give it to you.","At sa araw na yaon ay hindi kayo magtatanong sa akin ng anomang tanong. Katotohanan, katotohanang sinasabi ko sa inyo, Kung kayo'y hihingi ng anoman sa Ama, ay ibibigay niya sa inyo sa aking pangalan."
eng,pag,"Until now you have not asked for anything in my name. Ask and you will receive, so that your joy may be complete.","Anggad natan ag kayo ni kinmerew na antokaman ed ngaran ko. Kerew kayo et makaawat kayo, pian magmaliw a nagnap so liket yo."""
eng,pam,"Until now you have not asked for anything in my name. Ask and you will receive, so that your joy may be complete.",Angga man ngeni ala kayu pang inawad king lagyu ku; maniawad kayu at mirinan kayu ban miganap ing tula yu.
eng,tao,"Until now you have not asked for anything in my name. Ask and you will receive, so that your joy may be complete.","Sicyaikwaya am yanyo pa ji meyhanhanan o ngaran ko a mapasyasi ji Ama ta do to. So amin nyo sya an, ta itoro na jinyo. Am ori o ikanoyong nyo a tey masaray rana."
